0.978,2272.3
0.98,2273.7
0.982,2275.2
0.984,2276.7
0.986,2278.2
0.988,2279.7
0.99,2281.2
0.992,2282.7
0.994,2284.2
0.996,2285.7
0.998,2287.3
1,2288.8
1.002,2290.3
1.004,2291.8
1.006,2293.3
1.008,2294.8
1.01,2296.3
1.012,2297.8
1.014,2299.4
1.016,2300.9
1.018,2302.2
1.02,2303.4
1.022,2304.6
1.024,2305.9
1.026,2307.1
1.028,2308.3
1.03,2309.8
1.032,2311.7
1.034,2313.4
1.036,2314.9
1.038,2316.4
1.04,2317.9
1.042,2319.4
1.044,2320.9
1.046,2322.4
1.048,2323.7
1.05,2325
1.052,2326.4
1.054,2327.7
1.056,2329
1.058,2330.4
1.06,2331.7
1.062,2333.1
1.064,2334.6
1.066,2336.1
1.068,2337.6
1.07,2339.1
1.072,2340.6
1.074,2342.4
1.076,2344.4
1.078,2346.4
1.08,2348.3
1.082,2350.3
1.084,2352.3
1.086,2354.3
1.088,2356.3
1.09,2358.3
1.092,2360.2
1.094,2363.2
1.096,2367.2
1.098,2371.2
1.1,2375.2
1.102,2379.1
1.104,2383
1.106,2386.9
1.108,2390.8
1.11,2394.7
1.112,2398.5
1.114,2402.4
1.116,2406.2
1.118,2409
1.12,2410.9
1.122,2411.8
1.124,2412
1.126,2412.1
1.128,2412.3
1.13,2412.5
1.132,2412.6
1.134,2412.9
1.136,2413.3
1.138,2413.7
1.14,2414.2
1.142,2414.4
1.144,2414.5
1.146,2414.5
1.148,2414.5
1.15,2414.6
1.152,2414.6
1.154,2414.7
1.156,2414.7
1.158,2414.8
1.16,2414.8
1.162,2414.9
1.164,2415.1
1.166,2415.2
1.168,2415.3
1.17,2415.5
1.172,2415.6
1.174,2415.8
1.176,2415.9
1.178,2419.5
1.18,2428
1.182,2436.5
1.184,2444.9
1.186,2453.2
1.188,2461.5
1.19,2469.7
1.192,2477.9
1.194,2486
1.196,2494.1
1.198,2502.1
1.2,2510.1
1.202,2518
1.204,2525.8
1.206,2533.7
1.208,2541.4
1.21,2549.1
1.212,2556.8
1.214,2564.4
1.216,2572
1.218,2579.5
1.22,2587
1.222,2594.4
1.224,2601.8
1.226,2609.1
1.228,2616.4
1.23,2623.7
1.232,2630.9
1.234,2638
1.236,2645.2
1.238,2652.2
1.24,2659.3
1.242,2666.3
1.244,2673.2
1.246,2680.2
1.248,2687
1.25,2693.9
1.252,2700.7
1.254,2707.4
1.256,2714.1
1.258,2720.8
1.26,2727.5
1.262,2734.1
1.264,2740.7
1.266,2747.2
1.268,2753.7
1.27,2760.2
1.272,2766.6
1.274,2773
1.276,2779.3
1.278,2785.7
1.28,2791.9
1.282,2798.2
1.284,2804.4
1.286,2810.6
1.288,2816.8
1.29,2822.9
1.292,2829
1.294,2832.4
1.296,2833.7
1.298,2834.9
1.3,2836.1
1.302,2837.3
1.304,2838.5
1.306,2839.7
1.308,2840.9
1.31,2842.1
1.312,2843.3
1.314,2844.5
1.316,2845.7
1.318,2846.7
1.32,2847.8
1.322,2848.7
1.324,2849.7
1.326,2850.6
1.328,2851.4
1.33,2852.3
1.332,2853.2
1.334,2854
1.336,2854.9
1.338,2855.7
1.34,2856.6
1.342,2857.5
1.344,2858.3
1.346,2859.1
1.348,2860
1.35,2860.8
1.352,2861.7
1.354,2862.5
1.356,2863.3
1.358,2864.2
1.36,2865
1.362,2865.8
1.364,2866.6
1.366,2867.4
1.368,2868.3
1.37,2869.1
1.372,2869.9
1.374,2870.7
1.376,2871.5
1.378,2872.3
1.38,2873.2
1.382,2874
1.384,2874.8
1.386,2875.6
1.388,2876.5
1.39,2877.3
1.392,2878.1
1.394,2878.9
1.396,2879.7
1.398,2880.5
1.4,2881.4
1.402,2882.2
1.404,2883.1
1.406,2884.1
1.408,2885.4
1.41,2886.8
1.412,2888.3
1.414,2890
1.416,2891.8
1.418,2893.8
1.42,2895.9
1.422,2898.1
1.424,2900.4
1.426,2902.6
1.428,2904.8
1.43,2907
1.432,2909.2
1.434,2911.5
1.436,2913.8
1.438,2916.1
1.44,2918.4
1.442,2920.8
1.444,2923.1
1.446,2925.5
1.448,2927.8
1.45,2930.2
1.452,2932.5
1.454,2934.8
1.456,2937.1
1.458,2939.4
1.46,2941.7
1.462,2944
1.464,2946.3
1.466,2948.4
1.468,2950.5
1.47,2952.2
